1	1789282081.848418361	127.0.0.1	10980	127.0.0.1	80	0
4	1789282081.849027131	127.0.0.1	12538	127.0.0.1	80	0
7	1789282081.849456917	127.0.0.1	16211	127.0.0.1	80	0
10	1789282081.849865594	127.0.0.1	15770	127.0.0.1	80	0
